id,site,job_url,title,company,location,date_posted,job_type,description,experience_required
91914954,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91914954&type=standard,Senior Software Engineer (Mechanical Engineering & AI),TE Connectivity,Central Region,3d ago,Full time,"Tyco Electronics Singapore Pte Ltd (TE Connectivity) is looking for an R&D Scientist/Engineer to join our Corporate R&D Center. The Scientist/Engineer will be part of a newly formed Artificial Intelligence team to create an AI Hub for TE in Singapore. Team members will collaborate with R&D peers, business unit partners as well as local university and government research centers to undertake projects that will embed AI in TE’s design and process development work flows to deliver a competitive advantage to TE’s technologies. This position is based at our Singapore HQ.The Singapore Corporate R&D Center is chartered to work with the CTO’s and Advanced Development Groups of TE Business Units to identify technical areas of interest for R&D and develop forward looking technologies that will deliver broad value to the business. In order to improve the New Product Development process, TE is expanding our Artificial Intelligence capabilities as a part of our Digitalization strategy to improve efficiency, decrease cost, and decrease time to market.Job Responsibilities:Run multiple projects in developing data science solutions to support new product development in TEAdopt cutting-edge data science techniques (using in-house coding tools or commercial software) to solve engineering problems (such as product design, manufacturing process development, material formulation, etc.)Develop multiple algorithms powered by machine learning and generative AI to work on experimental and simulation data setsWork in a multi-disciplinary environment with specialists in data science, mechanical engineering, material science, mechanics, additive manufacturing and other fieldsCollaborate with multiple business units to define deliverable, requirements, and functionalities.Create awareness across TE of the AI modelling capabilities of the Singapore centerWork with local and global TE sites, and external customers and partners, to address urgent or strategic needsPartner with Singapore research institutes to develop advanced AI techniques, and assist with validation and knowledge transfer of outsourced projectsJob Requirements:Required:Master degree in Mechanical Engineering (or related) with 3-4 years (or Bachelor degree with 4-6 years) plus relevant working/research experienceKeen interest in R&D involving coding and dataDeep understanding of data science and artificial intelligence (having a second degree on data science is a plus)Broad understanding of multiphysics simulation (such as finite element analysis) along with experience in CAD (such as generative design)Strong programming skill in Python or similar languagesBroad knowledge of manufacturing processes, material and product designExperience in effective project management strategies and tacticsPreferred:Familiarity with TE products (connectors, cables, sensors etc.) and manufacturing process, (molding, extrusion, plating, stamping, assembly)Familiarity with project management tools",3
91848812,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91848812&type=standard,Ai Software Engineer (Python / Java),ScienTec Consulting,Central Region,7d ago,Full time,"Overview We are looking for an AI Engineer to design and build AI-powered web applications. This role combines machine learning development with backend engineering, focusing on deploying models into scalable, production-ready systems.Working Location: CentralWorking Hours: Mon-FriSalary Package: Up to $6,500 (basic) + AWSKey ResponsibilitiesDesign, develop, and deploy AI/ML models using frameworks such as PyTorchBuild and integrate AI features into web applications (e.g., recommendation systems, NLP, computer vision)Develop backend services and APIs using Python (FastAPI/Flask) or Java (Spring Boot)Deploy and manage AI models in production environments (cloud or on-premise)Optimize model performance, scalability, and inference latencyWork closely with frontend and product teams to deliver end-to-end AI solutionsImplement data pipelines for model training, validation, and monitoringEnsure best practices in versioning, testing, and model lifecycle managementMonitor model performance and retrain when necessaryRequirementsBachelor’s degree in Computer Science, AI, Data Science, or related fieldAt least 2 years of experience in AI/ML engineering and software developmentStrong programming skills in:Python (preferred) or JavaHands-on experience with PyTorch or similar frameworks (TensorFlow, etc.)Experience building and deploying RESTful APIsUnderstanding of ML concepts (supervised/unsupervised learning, deep learning)Experience integrating ML models into web applicationsFamiliarity with databases (SQL/NoSQL)Knowledge of containerization (Docker) and CI/CD practicesBy submitting your resume, you consent to the collection, use, and disclosure of your personal information per ScienTec’s Privacy Policy (scientecconsulting.com/privacy-policy). This authorizes us to:Contact you about potential opportunities.Delete personal data as it is not required at this application stage. All applications will be processed with strict confidence. Only shortlisted candidates will be contacted. Elane Yap Theng Yu- R1989397 ScienTec Consulting Pte Ltd - 11C5781",2
90816445,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=90816445&type=standard,AI Engineer,Nanyang Technological University,Singapore,13h ago,Full time,"AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI). Hosted at the Nanyang Technological University (NTU), VP (Artificial Intelligence & Digital Economy)’s office, we bring together research institutions and the vibrant ecosystem of AI start-ups and companies to develop talent and power Singapore's AI efforts. The AI Apprenticeship Programme (AIAP) is a flagship initiative aimed at grooming local AI talent. We are looking for a driven AI Engineer to execute our programmes, lead AI-based projects, and spearhead the development of cutting-edge AI technologies. Key Responsibilities: Drive tasks stemming from AIAP, AIAP (Industry), LADP, and AIIP. Train and mentor AI apprentices during the Deep-skilling and Project phases. Lead solution development for internal and external AI projects, performing research and maintaining AIAP technologies. Plan and execute AIAP recruitment stages and update the AIAP syllabus. Support industry and community-building activities through talks, workshops, and seminars. Requirements: We welcome applicants from all disciplines and qualifications — including NITEC, Diploma, and Degree holders — who can demonstrate the following skills: End-to-End Project Delivery: Have a strong portfolio of AI/ML project(s) that showcases ability to deliver solutions from scoping and data analysis through to deployment and documentation. Applied Machine Learning: Possess deep, practical knowledge of machine learning fundamentals, with proven experience applying algorithms to solve problems in areas like NLP, Computer Vision, or on tabular data. Generative AI & LLMs: Hands-on experience developing LLM-powered applications, including Prompt Engineering, Retrieval-Augmented Generation (RAG), and fine-tuning using modern frameworks. Software Engineering Excellence: Demonstrates expert-level Python skills and a strong commitment to Software Engineering best practices, writing code that is clean, modular, and maintainable. MLOps & Cloud Proficiency: Fluent in the essential MLOps toolkit, including Git, Docker, and CI/CD principles. Have experience building data and model pipelines on at least one major cloud platform (AWS, Azure, or GCP). Passionate Mentor: Eager to guide and develop the next generation of AI talent, contributing to AISG Innovation’s collaborative and supportive team culture. Excellent Communicator: Can articulate complex technical ideas to both technical and non-technical audiences with clarity and confidence. Lifelong Learner: Possess a strong sense of curiosity and are driven to stay current in the fast-evolving world of artificial intelligence. We regret that only shortlisted candidates will be notified.",Not specified
91879452,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91879452&type=standard,AI Engineer,Not specified,Singapore,4d ago,Full time,"Applied AI Engineer focused on DevOps to facilitate the adoption of its products among customers and collaborate with them to address complex technical challenges.Applied AI Engineers, ML Infra at Mistral AI work directly with customers to quickly understand their greatest challenges and design and implement AI solutions. In this role, you'll apply your problem-solving ability, creativity, and technical skills to help organizations use AI to drive real impact in the world. You'll have the opportunity to gain rare insight into and contribute to some of the most important industries and institutions globallyApplied AI Engineers, you'll work in small teams and own end-to-end execution of high-stakes projects. A day might span discussing architecture with fellow engineers, wrangling massive-scale data, coding a custom web app, speaking with customer executives, or establishing a strategy for the Applied Engineering team. Seeking a highly skilled DevOps, SRE Engineer to automate Operations and stop the manunal work. Ensuring the reliability and efficiency of their systems. You will implement strategies for continuous improvement, collaborate with other teams to solve technical issues, maintain documentation of system designs and procedures, and provide training and support to your team members. Your leadership skills, combined with your technical expertise, will be key to driving the success of the team, Ensure the reliability and efficiency of systems, Implement strategies for continuous improvement, Maintain documentation of system designs and procedures, Automating the entire software delivery pipeline, including patching, Integrates patching into CI/CD pipelines, using tools like Jenkins, GitHub Actions, Automates patching as part of broader automation of operational tasks, including incident response and recovery.",Not specified
91479015,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91479015&type=standard,Senior AI Engineer | Artificial Intelligence & Machine Learning,Reolink Technology Pte Ltd,Central Region,25d ago,Full time,"5 Work Days, 8.30am-5.30pm / 9am-6pm Office Near to Kaki Bukit MRT, Singapore Medical Benefits Provided Entitled to Yearly Bonus & Performance Bonus Job Requirements: Min 2 Years of working experiences is preferable.Bachelor's Degree or Master's Degree in Computer Science, Applied Mathematics, Electrical Engineering, Pattern Recognition, Artificial Intelligence, Automatic Control, Operations Research, Biology, Physics / Quantum Computing, Neuroscience, Statistics or a related field. Familiar with common machine learning and deep learning algorithms and keeping track with the latest SOTA implementations. Strong programming skill in Python, C / C++, proficient in mathematical / statistical concepts and exceptional coding skills Hands-on experience with AI / ML frameworks be familiar such as Caffe, PyTorch, TensorFlow, MxNet etc. Have rich project experience in Machine Learning and Deep Learning, be familiar with common algorithm models, such as CNN, RNN, LSTM, Transformer, ViT, etc, and be able to improve and innovate models according to actual problems. Experience in familiar the design, parameter tuning and optimization methods of neural network models is a plus Experience in model compression and in the transplantation and optimization of deep learning forward inference on various platforms, including NPU / GPU / DSP / ARM on mobile platforms and CPU / GPU on server platforms is also a plus. Job Responsibilities: Algorithm Development: Development and optimization of machine learning and deep learning algorithms to solve complex business problems. Model Training and Evaluation: Participate in the construction and training of artificial intelligence models, including but not limited to neural networks, decision trees, etc., evaluate and optimize the models to improve their performance and accuracy. Data Analysis and Preprocessing: Conduct data collection, cleaning, preprocessing and feature engineering, provide high-quality data for model training, and arrange and guide data labelers to carry out data labeling and other work. Collaboration and Deployment: Collaborate with team members to integrate algorithm models into actual business systems, promote the implementation of projects, and realize the intelligent upgrading of products. Research and Innovations: Stay up to date with the latest advancements in AI and ML technologies. Explore and deploy new technologies, drive innovations to create value to market needs, and enhance the company’s competitiveness. Audio and video algorithms for surveillance/monitoring applications which also include the research and implementation of algorithms involving target detection, feature extraction, tracking, and recognition. Documentation and Reporting: Maintain comprehensive documentation of algorithms, experiments, and project workflows. Communicate results and findings to technical and non-technical stakeholders. Reolink, a leader in intelligent visual technology for homes and businesses, was founded in 2009 by a group of engineers with a strong commitment to and passion for smarter security solutions. Our Products are now trusted by millions of users across more than 110 countries and regions worldwide. Building on this trust, we continue expanding our presence and bringing our innovations to more markets around the globe. Reolink remains committed to delivering advanced, reliable, and user‑centric solutions that empower people to protect what matters most.",Not specified
91914296,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91914296&type=standard,Data Platform Engineer (MS Fabric & AI),Adecco,Central Region,3d ago,Full time,"A well-established global technology company with over a century of heritage, specialising in imaging, printing, and workflow solutions for both enterprise and commercial clients. With a strong footprint across Asia-Pacific, Europe, and the Americas, the organisation is known for its operational reliability and robust channel ecosystem. In recent years, it has been evolving its capabilities beyond hardware into digital solutions, including managed services, data platforms, and analytics, with increasing focus on automation, connectivity, and sustainability.Overview Hands-on role to lead the build and optimisation of a Microsoft Fabric data platform across APAC, delivering scalable pipelines and enabling analytics and AI use cases.Key ResponsibilitiesImplement and manage Microsoft Fabric (Lakehouse, pipelines, Dataflows, Notebooks)Build end-to-end data pipelines (ERP, CRM, etc.) with medallion architectureEnsure data quality, governance (Purview), and complianceDevelop Power BI semantic models and standardise KPIsSupport AI/Copilot use cases with strong data foundationsWork with stakeholders, vendors, and mentor juniorsRequirements4 years in data engineeringStrong Microsoft Fabric & Azure (ADF, ADLS, Synapse) experienceProficient in PySpark, SQL, and Power BIExperience in data modelling and governance Wilson TayDirect Line: 6697 7866EA License No: 91C2918Personnel Registration Number: R2091205",4
91985300,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91985300&type=standard,"Software Engineer, AIT_AI Integration",UBS,Singapore,7h ago,Full time,"Your role : Are you an analytic thinker? Do you enjoy creating valuable insights with data? Do you want to play a key role in transforming our firm into an agile and digital organization? At UBS, we re-imagine the way we work, the way we connect with each other – our colleagues, clients and partners – and the way we deliver value. As an AI Software Engineer, you will help design, develop, and deploy AI solutions that enhance operational efficiency, improve user experience, and drive innovation. This role involves close collaboration with cross-functional teams to ensure seamless AI implementation and maintenance. We’re looking for an AI Software Engineer to: • work with the crew to AI solution design and development to address business challenges • collaborate with engineers, and domain experts to identify and clarify use cases suitable for AI • transform data into valuable insights that inform business decisions, making use of our internal data platforms and applying appropriate analytical techniques • partner with the crew to develop, train, and apply machine-learning models to make better predictions, automate manual processes, and solve challenging business problems • ensure the quality, security, reliability, and compliance of our solutions by applying our digital principles and implementing both functional and non-functional requirements • understand, represent, and advocate for client needs Your team : In our agile operating model, crews are aligned to larger products and services fulfilling client needs and encompass multiple autonomous pods. You’ll be working in the AI Integration crew in Singapore focusing on driving the adoption of artificial intelligence across the bank to enhance efficiency, decision-making, and customer experiences. Your expertise : • working in agile environments with understanding of agile delivery frameworks and DevOps environments • background in data science, machine learning engineering, or applied research is a significant plus • understanding and ability to apply AI engineering techniques • ability to break down complex problems, analyze data, and develop innovative solutions • flexibility to learn new technologies, frameworks, and methodologies as the field evolves • strong communicator, from making presentations to technical writing • willingness to experiment and think outside the box to push boundaries in AI For more information about how UBS processes your data including how we protect your data, your rights in respect of your data and contact details of the Group Data Protection Office, please refer to the UBS Candidate Privacy Notice here.",Not specified
91950805,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91950805&type=standard,AI Research Engineer,Lionsbot International Pte Ltd,"Kranji, North Region",2d ago,Full time,"Job Title: AI Research Engineer - Vision-Language Action Models Griffin Labs is looking for a Founding AI Research Engineer to lead the adaptation and deployment of Vision-Language-Action (VLA) models. We are focused on solving high-dexterity manipulation through cross-embodiment learning—training models that generalize across diverse robotic platforms and hardware configurations. The Role You will own the full development lifecycle of autonomous capabilities. This is an end-to- end mission: from reviewing raw trajectory data and designing model architectures to deployment and fleet-level monitoring. You aren’t just training models; you are building the systems that allow them to function in the real world. Key Responsibilities: End-to-End Ownership: Lead the ""data-to-deployment"" loop—curating datasets, fine-tuning VLA models, and building the monitoring systems that ensure fleet-level reliability. Cross-Embodiment Learning: Develop and optimize models capable of handling diverse robot morphologies and kinematic constraints. Model Adaptation: Architect and fine-tune VLA stacks that bridge high-level reasoning with low-level whole-body control. Academic Collaboration: Work alongside expert research advisors from institutions like Stanford, NTU, and SUTD to push the boundaries of what's possible in robotics. Validation: Design robust evaluation metrics in Isaac Sim/MuJoCo and bridge the Sim2Real gap for a production fleet. Requirements Technical Depth: A strong fundamental understanding of Transformers, Diffusion architectures, and LLMs/VLMs, particularly as they apply to sequential decision-making or action prediction. ML Expertise: Deep proficiency in PyTorch and experience fine-tuning large-scale multimodal models. Cross-Embodiment: A strong interest or background in generalizing AI across different robot types. Simulation: Fluency in environments like Isaac Sim or MuJoCo and the nuances of the ""Reality Gap."" Software Foundations: High proficiency in Python. Founding Mindset: High agency and the ability to build necessary tooling, scripts, and evaluation frameworks from scratch. Why Griffin Labs? We are a lean, technical team moving at the pace of frontier AI. As a founding hire, you will have a direct hand in shaping our technical North Star and defining how the next generation of robots learns from the world",Not specified
91933220,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91933220&type=standard,Solution Engineer - Cloud & AI,Microsoft,Central Region,2d ago,Full time,"OverviewAs a Cloud & AI Solution Engineer at Microsoft, you will partner with our customers to accelerate their digital transformation through the Microsoft Cloud — Azure Infrastructure, Data & AI, and Application Innovation. You will be the trusted technical advisor who turns customer business challenges into scalable, production-ready cloud and AI solutions. This role sits at the intersection of customer empathy, deep technical expertise, and Microsoft's most innovative platform capabilities, including Azure OpenAI, Microsoft Fabric, and Azure AI Foundry.You will work alongside Account Executives, Customer Success Managers, and Microsoft engineering teams to design, demonstrate, and deliver solutions that drive measurable customer outcomes. If you are passionate about AI, cloud architecture, and helping customers innovate, this role offers the opportunity to shape how organizations adopt the latest Microsoft technologies.ResponsibilitiesCustomer Engagement — Engage directly with customers to understand business priorities, technical landscape, and success criteria; translate these into compelling Cloud & AI solutions.Solution Design & Demos — Architect end-to-end solutions across Azure Infrastructure, Data, AI, and Application platforms; deliver hands-on demos, proofs of concept, and architecture design sessions.Technical Leadership — Serve as the subject matter expert on Azure AI services (Azure OpenAI, AI Foundry, Cognitive Services), Azure infrastructure, Kubernetes, and modern data platforms (Fabric, Synapse, Databricks integrations).Win Strategy — Partner with sales teams on opportunity qualification, technical win plans, competitive positioning, and consumption growth.Customer Enablement — Lead workshops, hackathons, and envisioning sessions; mentor customer technical teams on best practices and accelerators.Community & Influence — Contribute to internal technical communities, share customer feedback with Microsoft engineering, and stay current on emerging Cloud & AI trends.Partner Collaboration — Work with Microsoft partners and ISVs to extend solution reach and accelerate customer adoption.QualificationsTechnical pre-sales, solution engineering, consulting, or cloud architecture experience (or equivalent).Hands-on experience with Microsoft Azure or a comparable hyperscale cloud (AWS, GCP).Demonstrated experience designing and delivering AI/ML or Generative AI solutions in enterprise environments.Strong customer-facing communication skills — able to present to both C-level executives and technical practitioners.Bachelor's degree in Computer Science, Engineering, or related field (or equivalent practical experience).This position will be open for a minimum of 5 days, with applications accepted on an ongoing basis until the position is filled.Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance with religious accommodations and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",Not specified
91993055,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91993055&type=standard,Data Scientist - Computer Vision & AI,GoTo Financial,Singapore,3h ago,Full time,"What you will do? Work with data like images, videos, audio, and text etc. Design, train, optimize, and deploy deep learning models with GPU. Develop comprehensive unit tests and documentation, and rigorously evaluate and benchmark model performance and quality. Communicate effectively between the business team and the engineering team to gather and implement project requirements. Own the end-to-end process, from defining the technical problem to deploying the solution in collaboration with engineers. Stay current with the latest advancements in deep learning and AI technologies. What you will need? 3+ years of experience in deep learning, particularly with computer vision, voice, and text processing. Proficient in data preprocessing, model training, evaluation, and optimisation. Practical experience in applying deep learning to solve real business problems, with models successfully deployed and used in production environments. Proficient with deep learning frameworks such as PyTorch, and familiar with Python, C++, and inference engines like NCNN. Experience with cloud platforms like GCP or AWS, and working knowledge of Android/iOS is a plus. Strong communication skills to understand business needs and effectively convey analytical solutions. Ability to write clear and concise technical documentation. About the TeamAt Goto Financial, our Data Science team is at the forefront of developing cutting-edge deep learning solutions. We build advanced computer vision models for our KYC system, which is the leading KYC solution in Indonesia and is now expanding to external customers. We also create sophisticated deep learning models for voice and text processing. Our team is composed of members with diverse backgrounds, bringing expertise in mathematics, statistics, machine learning, and deep learning. We tackle some of the most challenging business problems at GoPay and are passionate about both the technical aspects of data science and the tangible impact our models have on the business. About GoTo Group GoTo is the largest digital ecosystem in Indonesia. GoTo's mission is to 'empower progress' by offering technology infrastructure and solutions that help everyone to access and thrive in the digital economy. The GoTo ecosystem provides a wide range of services, including mobility, delivery, payments, financial services, and technology solutions for merchants. The ecosystem also provides e-commerce services through Tokopedia and banking services through its partnership with Bank Jago. About Gojek Gojek is Southeast Asia’s leading on-demand platform and pioneer of the multi-service ecosystem with over 2.5 million driver partners across the regions offering a wide range of services such as transportation, food delivery, logistics and more. With its mission to create impact at scale, Gojek is committed to resolving consumer problems and raising standards of living by connecting consumers to the best providers of goods and services in the market. About GoTo Financial GoTo Financial accelerates financial inclusion through its leading financial services and merchants solutions. Its consumer services include GoPay and GoPayLater and serve businesses of all sizes through Midtrans, Moka, GoBiz Plus, GoBiz, and Selly. With its trusted and inclusive ecosystem of products, GoTo Financial is open to new growth opportunities and aims to empower everyone to Make It Happen, Make It Together, Make It Last. GoTo and its business units, including Gojek and GoToFinancial (""GoTo"") only post job opportunities on our official channels on our respective company websites and on LinkedIn. GoTo is not liable for any job postings or job offers that did not originate from us. You should conduct your own due diligence to prevent being victims of any fake job scams, if they did not originate from GoTo's official recruitment channels. #LI-HYBRID",3
91558437,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91558437&type=standard,Software Engineer (AI/ML/Python) 2026,Talent Trader Group,Central Region,22d ago,Full time,"This role supports the development and deployment of software applications for Digital Intelligent Building Management Systems across Southeast Asia and India. The engineer designs, develops, tests, and deploys applications that enhance building safety, occupant experience, energy efficiency, and cost optimization. Responsibilities include application development, documentation, regional technical support, on-site system configuration, training engineers, and continuously improving solutions based on stakeholder feedback.Key Requirements (Condensed)Bachelor’s degree in Engineering or Computer Science (or equivalent experience).3+ years of software development experience (fresh graduates with relevant skills considered).Proficiency in Python and TypeScript.Interest in AI/ML, web APIs, cloud technologies, and energy-efficient systems.Experience or exposure to:Web & API development (REST/GraphQL, frontend frameworks)Databases (SQL/NoSQL)DevOps tools (Git, Docker, CI/CD, cloud platforms)Software design best practices and Agile methodologiesStrong communication skills; experience with building automation systems is a plus.Interested applicants for the above advertised position(s), please kindly click the APPLY button below or send in your updated resume.EA License No.: 13C6305Registration No.: R1874608 (LEE JIA HOU)For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.",Not specified
91981717,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91981717&type=standard,"AI Agent Engineer, APAC",Zurich Insurance Group,"Raffles Place, Central Region",1d ago,Full time,"Who we are Looking for a career that will excite, challenge and inspire you? Thinking about insurance? Perhaps you should. Working for us is a totally different experience to what you probably expect. How do you feel about the things you truly love? Don’t you want to protect them in the best way possible? Imagine if you could help people do this all over the world. You’d give them confidence and reassurance by protecting what they love most. This is no easy task. In today’s interconnected world, tackling risk is fast, unpredictable and invigorating. You’ll have to think on your feet as you manage risks big and small, from flooding to cyber-crime. You’ll be tackling issues like these in over 170 countries. It’s a big challenge, but you’ll have a truly diverse network helping you. As part of an international team, every day would provide opportunities to learn, grow and share ideas. As you make an impact across borders, you’ll feel the support of being part of a strong and stable company. A long-standing player in the insurance industry, we make every effort to address the career development needs and plans of our employees to ensure their success in the future. So make a difference. Be challenged. Be inspired. Be supported, Love what you do. Work for us. Zurich Insurance has the policy to be an equal opportunity employer. We aim to attract and retain the best qualified individuals available, without regard to criteria such as race/ethnicity, national origin, religion, gender, sexual orientation, age or disability. At Zurich we believe that having a culture of inclusion is essential in delivering good results. Attracting, retaining and developing a diverse workforce where employees feel valued, respected and empowered allows people to reach their full potential. As a business this diversity helps us to better reflect and understand our 4 million customers’ needs to allow us to drive better outcomes. As a global organisation, with an increasingly agile workforce, we're happy to consider flexible working arrangements. Our opportunity We are building the next‑generation Generative AI platform solution that will power multiple business lines and connect to upstream and downstream systems. Your role As our Senior Data Engineer / Data Architect you will own the end‑to‑end design and delivery of this platform—architecting, coding, shipping, and scaling it in production in coordination with our Data Scientists. This is a hands‑on leadership role: we are looking for builders, not slide‑makers. Architecture & Design Design AI Agents with MCP/API interface Shape the overall data & GenAI architecture (batch / streaming pipelines, vector stores, feature stores, LLM‑Ops tooling, API layer). Select frameworks, storage engines, orchestration tools, and security patterns that will stand the test of scale and time. Identifying the right fit-for-purpose LLM model Hands‑on Engineering Write production‑grade code Build ingestion pipelines, retrieval‑augmented‑generation (RAG) services, micro‑services, and CI/CD workflows. Conduct code reviews, performance tuning, and zero‑downtime releases. Run and monitor large‑scale AI workloads in the cloud (Azure / AWS). Delivery Leadership Lead multi‑component projects Break down epics, estimate effort, and remove blockers for the squad. Report progress and trade‑offs directly to senior business & tech stakeholders. Mentoring & Culture Coach engineers on best practices in data engineering, DevOps, and LLM‑Ops Foster a “get‑stuff‑done” culture—passion, autonomy, accountability. Your Skills and Experience As an LLM Engineer your skills and qualifications will ideally include: Strong engineering experience building data platforms or large‑scale distributed systems, with proven experience in cloud‑native AI / ML workloads via automated CI/CD pipelines Strong experience in Python Demonstrate hands-on experience in designing, developing, and maintaining APIs, with expertise in building scalable and efficient solutions using FastAPI. Proven delivery of GenAI / LLM products in production: RAG pipelines, vector databases (Pinecone, Milvus, FAISS, etc.), LangChain/ LlamaIndex/ LangGraph or equivalent, prompt orchestration, fine‑tuning, and model monitoring. Proven experience building AI Agents Design, implement, and maintain asynchronous job processing workflows using queuing services such as Azure Service Bus or Celery, and manage task states and results efficiently with databases like Redis. Mastery of modern data tooling: SQL & NoSQL stores, Docker , Terraform, GitHub Actions/Azure DevOps. Monitor, troubleshoot, and optimise cloud environments for reliability, cost efficiency, and performance. Strong grasp of data governance, security, and privacy for regulated industries (insurance / financial services a plus). Track record of sticky retention—you build, iterate, and scale products over several years Excellent communication skills; able to translate architectural trade‑offs to both engineers and executives.",Not specified
91953983,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91953983&type=standard,AI Inference Engineer,Not specified,Central Region,2d ago,Full time,"Job DescriptionWe are looking for a highly skilled engineer to build, optimize, and maintain high-performance inference services for large language models (LLMs) and multimodal models. You will work closely with algorithm, systems, and product teams to deliver best-in-class performance, stability, and efficiency in production environments—ensuring low-latency, highly available AI services for tens of millions of users. Key ResponsibilitiesHigh-Performance Computing & Kernel Optimization Perform deep GPU/CUDA kernel optimization, including memory access pattern tuning, instruction-level parallelism, and warp-level optimization to fully utilize hardware capabilities Develop and optimize custom high-performance operators using advanced DSLs or compiler frameworks such as Triton and TVM Identify and resolve performance bottlenecks in scenarios such as operator fusion and quantization Utilize performance profiling tools (e.g., NVIDIA Nsight Compute/Systems, NCU) for full-stack analysis and bottleneck identification from application to hardware AI Infrastructure Platform Development Contribute to the development and maintenance of a company-level AI platform supporting large-scale model training and inference Build elastic GPU resource management and scheduling systems based on Kubernetes Leverage open-source tools such as Volcano, Kubeflow, and Fluid to optimize AI workload scheduling and data acceleration Design and implement end-to-end MLOps pipelines, including task orchestration, experiment tracking, model versioning, and service deployment Distributed Training Systems Apply and optimize distributed training frameworks such as Megatron-LM, DeepSpeed, and Colossal-AI Solve system challenges across data parallelism, model parallelism, pipeline parallelism, and hybrid parallelism Optimize distributed communication using NCCL, MPI, RDMA/InfiniBand in large-scale clusters (thousands of GPUs) Diagnose and resolve issues related to network congestion, topology awareness, and cluster stability Ensure reliability, fault tolerance, and performance tuning for large-scale training clusters LLM Inference Optimization Build and optimize high-throughput, low-latency inference services Deeply customize and optimize inference engines such as vLLM, TensorRT-LLM, SGLang, and TGI Implement and optimize key acceleration techniques including PagedAttention, continuous batching, quantization (INT8/FP8/AWQ), dynamic batching, and prefix caching Design highly available inference architectures supporting multi-model, multi-version deployment with dynamic scaling QualificationsBasic Requirements Bachelor’s degree or above in Computer Science, Electrical Engineering, or a related field 3+ years of system software development experience, including at least 1 year in AI systems or high-performance computing Proficiency in C++ and Python, with strong foundations in algorithms, data structures, and system programming Deep understanding of modern GPU architectures (e.g., NVIDIA Hopper/Ampere) or AI accelerators, with hands-on CUDA optimization experience Core Skills & Experience (at least two of the following)Training Experience with PyTorch distributed development Hands-on experience with Megatron-LM or DeepSpeed Proven ability to solve large-scale distributed training challenges (communication, memory, scheduling) Inference Experience customizing or optimizing inference frameworks such as vLLM or TensorRT-LLM Experience optimizing high-concurrency online inference services (QPS > 1000) Platform Experience building AI platforms based on Kubernetes Familiarity with Kubeflow, Volcano, and related ecosystems Experience with service mesh technologies such as Istio or Envoy for managing inference traffic Preferred Qualifications Publications in top-tier conferences such as ACL, MLSys, ASPLOS, OSDI, or SOSP Experience deploying and optimizing AI workloads on large-scale clusters (>1,000 GPUs) Familiarity with heterogeneous computing and experience with DPU or custom AI chips Deep understanding of AI compilers (e.g., MLIR, XLA) with hands-on development experience Soft Skills Strong problem-solving skills with the ability to break down complex systems and identify root causes High level of ownership, self-motivation, and ability to drive ambiguous and challenging problems forward Excellent communication and collaboration skills across research, product, and infrastructure teams",1
